#  lambda(micron)  Flux(Jy)  F_Er(Jy)  F_Norm_Er(Jy)
 18.00000   2.88000   0.95000   0.95000 
 18.00330   2.93000   0.95000   0.95000 
 18.00670   3.00000   0.95000   0.95000 
 18.01000   3.10000   0.95000   0.95000 
 18.01330   3.22000   0.95000   0.95000 
 18.01670   3.35000   0.95000   0.95000 
 18.02000   3.49000   0.95000   0.95000 
 18.02330   3.63000   0.95000   0.95000 
 18.02670   3.76000   0.95000   0.95000 
 18.03000   3.88000   0.95000   0.95000 
 18.03330   3.99000   0.95000   0.95000 
 18.03670   4.09000   0.95000   0.95000 
 18.04000   4.18000   0.95000   0.95000 
 18.04330   4.26000   0.95000   0.95000 
 18.04670   4.35000   0.95000   0.95000 
 18.05000   4.45000   0.95000   0.95000 
 18.05330   4.56000   0.95000   0.95000 
 18.05670   4.68000   0.95000   0.95000 
 18.06000   4.81000   0.95000   0.95000 
 18.06330   4.94000   0.95000   0.95000 
 18.06670   5.09000   0.95000   0.95000 
 18.07000   5.23000   0.96000   0.96000 
 18.07330   5.34000   0.96000   0.96000 
 18.07670   5.44000   0.96000   0.96000 
 18.08000   5.48000   0.96000   0.96000 
 18.08330   5.47000   0.96000   0.96000 
 18.08670   5.38000   0.96000   0.96000 
 18.09000   5.24000   0.96000   0.96000 
 18.09330   5.04000   0.96000   0.96000 
 18.09670   4.81000   0.96000   0.96000 
 18.10000   4.55000   0.96000   0.96000 
 18.10330   4.29000   0.96000   0.96000 
 18.10670   4.02000   0.96000   0.96000 
 18.11000   3.75000   0.96000   0.96000 
 18.11330   3.49000   0.96000   0.96000 
 18.11670   3.23000   0.96000   0.96000 
 18.12000   2.97000   0.96000   0.96000 
 18.12330   2.72000   0.97000   0.97000 
 18.12670   2.47000   0.97000   0.97000 
 18.13000   2.22000   0.97000   0.97000 
 18.13330   1.98000   0.97000   0.97000 
 18.13670   1.77000   0.97000   0.97000 
 18.14000   1.57000   0.97000   0.97000 
 18.14330   1.41000   0.97000   0.97000 
 18.14670   1.28000   0.97000   0.97000 
 18.15000   1.18000   0.97000   0.97000 
 18.15330   1.10000   0.97000   0.97000 
 18.15670   1.05000   0.97000   0.97000 
 18.16000   1.01000   0.97000   0.97000 
 18.16330   1.01000   0.98000   0.98000 
 18.16670   1.01000   0.98000   0.98000 
 18.17000   1.04000   0.98000   0.98000 
 18.17330   1.10000   0.98000   0.98000 
 18.17670   1.18000   0.98000   0.98000 
 18.18000   1.28000   0.98000   0.98000 
 18.18330   1.41000   0.98000   0.98000 
 18.18670   1.55000   0.98000   0.98000 
 18.19000   1.71000   0.98000   0.98000 
 18.19330   1.87000   0.98000   0.98000 
 18.19670   2.02000   0.99000   0.99000 
 18.20000   2.15000   0.99000   0.99000 
 18.20330   2.25000   0.99000   0.99000 
 18.20670   2.31000   0.99000   0.99000 
 18.21000   2.32000   0.99000   0.99000 
 18.21330   2.28000   0.99000   0.99000 
 18.21670   2.19000   0.99000   0.99000 
 18.22000   2.07000   0.99000   0.99000 
 18.22330   1.92000   0.99000   0.99000 
 18.22670   1.76000   1.00000   1.00000 
 18.23000   1.58000   1.00000   1.00000 
 18.23330   1.41000   1.00000   1.00000 
 18.23670   1.23000   1.00000   1.00000 
 18.24000   1.08000   1.00000   1.00000 
 18.24330   0.96000   1.00000   1.00000 
 18.24670   0.86000   1.00000   1.00000 
 18.25000   0.80000   1.01000   1.01000 
 18.25330   0.77000   1.01000   1.01000 
 18.25670   0.78000   1.01000   1.01000 
 18.26000   0.82000   1.01000   1.01000 
 18.26330   0.88000   1.01000   1.01000 
 18.26670   0.95000   1.01000   1.01000 
 18.27000   1.02000   1.01000   1.01000 
 18.27330   1.08000   1.02000   1.02000 
 18.27670   1.14000   1.02000   1.02000 
 18.28000   1.19000   1.02000   1.02000 
 18.28330   1.23000   1.02000   1.02000 
 18.28670   1.27000   1.02000   1.02000 
 18.29000   1.31000   1.02000   1.02000 
 18.29330   1.36000   1.02000   1.02000 
 18.29670   1.40000   1.03000   1.03000 
 18.30000   1.46000   1.03000   1.03000 
 18.30330   1.53000   1.03000   1.03000 
 18.30670   1.61000   1.03000   1.03000 
 18.31000   1.70000   1.03000   1.03000 
 18.31330   1.81000   1.03000   1.03000 
 18.31670   1.92000   1.04000   1.04000 
 18.32000   2.02000   1.04000   1.04000 
 18.32330   2.11000   1.04000   1.04000 
 18.32670   2.15000   1.04000   1.04000 
 18.33000   2.16000   1.04000   1.04000 
 18.33330   2.11000   1.05000   1.05000 
 18.33670   2.02000   1.05000   1.05000 
 18.34000   1.90000   1.05000   1.05000 
 18.34330   1.75000   1.05000   1.05000 
 18.34670   1.59000   1.05000   1.05000 
 18.35000   1.43000   1.05000   1.05000 
 18.35330   1.28000   1.06000   1.06000 
 18.35670   1.14000   1.06000   1.06000 
 18.36000   1.03000   1.06000   1.06000 
 18.36330   0.94000   1.06000   1.06000 
 18.36670   0.88000   1.06000   1.06000 
 18.37000   0.84000   1.07000   1.07000 
 18.37330   0.82000   1.07000   1.07000 
 18.37670   0.83000   1.07000   1.07000 
 18.38000   0.85000   1.07000   1.07000 
 18.38330   0.86000   1.07000   1.07000 
 18.38670   0.87000   1.08000   1.08000 
 18.39000   0.87000   1.08000   1.08000 
 18.39330   0.86000   1.08000   1.08000 
 18.39670   0.86000   1.08000   1.08000 
 18.40000   0.87000   1.08000   1.08000 
 18.40330   0.89000   1.09000   1.09000 
 18.40670   0.92000   1.09000   1.09000 
 18.41000   0.98000   1.09000   1.09000 
 18.41330   1.06000   1.09000   1.09000 
 18.41670   1.16000   1.09000   1.09000 
 18.42000   1.27000   1.10000   1.10000 
 18.42330   1.39000   1.10000   1.10000 
 18.42670   1.50000   1.10000   1.10000 
 18.43000   1.58000   1.10000   1.10000 
 18.43330   1.62000   1.10000   1.10000 
 18.43670   1.60000   1.11000   1.11000 
 18.44000   1.52000   1.11000   1.11000 
 18.44330   1.37000   1.11000   1.11000 
 18.44670   1.19000   1.11000   1.11000 
 18.45000   0.98000   1.12000   1.12000 
 18.45330   0.76000   1.12000   1.12000 
 18.45670   0.56000   1.12000   1.12000 
 18.46000   0.39000   1.12000   1.12000 
 18.46330   0.26000   1.13000   1.13000 
 18.46670   0.17000   1.13000   1.13000 
 18.47000   0.15000   1.13000   1.13000 
 18.47330   0.19000   1.13000   1.13000 
 18.47670   0.29000   1.13000   1.13000 
 18.48000   0.43000   1.14000   1.14000 
 18.48330   0.64000   1.14000   1.14000 
 18.48670   0.87000   1.14000   1.14000 
 18.49000   1.15000   1.14000   1.14000 
 18.49330   1.41000   1.15000   1.15000 
 18.49670   1.67000   1.15000   1.15000 
 18.50000   1.88000   1.15000   1.15000 
 18.50330   2.05000   1.15000   1.15000 
 18.50670   2.17000   1.15000   1.15000 
 18.51000   2.23000   1.16000   1.16000 
 18.51330   2.25000   1.16000   1.16000 
 18.51670   2.24000   1.16000   1.16000 
 18.52000   2.22000   1.16000   1.16000 
 18.52330   2.20000   1.17000   1.17000 
 18.52670   2.19000   1.17000   1.17000 
 18.53000   2.21000   1.17000   1.17000 
 18.53330   2.27000   1.17000   1.17000 
 18.53670   2.37000   1.18000   1.18000 
 18.54000   2.51000   1.18000   1.18000 
 18.54330   2.70000   1.18000   1.18000 
 18.54670   2.91000   1.18000   1.18000 
 18.55000   3.14000   1.19000   1.19000 
 18.55330   3.36000   1.19000   1.19000 
 18.55670   3.54000   1.19000   1.19000 
 18.56000   3.68000   1.19000   1.19000 
 18.56330   3.76000   1.19000   1.19000 
 18.56670   3.77000   1.20000   1.20000 
 18.57000   3.74000   1.20000   1.20000 
 18.57330   3.68000   1.20000   1.20000 
 18.57670   3.58000   1.20000   1.20000 
 18.58000   3.47000   1.21000   1.21000 
 18.58330   3.36000   1.21000   1.21000 
 18.58670   3.24000   1.21000   1.21000 
 18.59000   3.12000   1.21000   1.21000 
 18.59330   3.01000   1.22000   1.22000 
 18.59670   2.91000   1.22000   1.22000 
 18.60000   2.83000   1.22000   1.22000 
 18.60330   2.76000   1.22000   1.22000 
 18.60670   2.70000   1.22000   1.22000 
 18.61000   2.65000   1.23000   1.23000 
 18.61330   2.60000   1.23000   1.23000 
 18.61670   2.54000   1.23000   1.23000 
 18.62000   2.46000   1.23000   1.23000 
 18.62330   2.37000   1.24000   1.24000 
 18.62670   2.25000   1.24000   1.24000 
 18.63000   2.13000   1.24000   1.24000 
 18.63330   2.00000   1.24000   1.24000 
 18.63670   1.88000   1.24000   1.24000 
 18.64000   1.76000   1.25000   1.25000 
 18.64330   1.65000   1.25000   1.25000 
 18.64670   1.57000   1.25000   1.25000 
 18.65000   1.51000   1.25000   1.25000 
 18.65330   1.46000   1.26000   1.26000 
 18.65670   1.45000   1.26000   1.26000 
 18.66000   1.47000   1.26000   1.26000 
 18.66330   1.53000   1.26000   1.26000 
 18.66670   1.63000   1.26000   1.26000 
 18.67000   1.77000   1.27000   1.27000 
 18.67330   1.95000   1.27000   1.27000 
 18.67670   2.16000   1.27000   1.27000 
 18.68000   2.38000   1.27000   1.27000 
 18.68330   2.58000   1.27000   1.27000 
 18.68670   2.76000   1.28000   1.28000 
 18.69000   2.91000   1.28000   1.28000 
 18.69330   3.02000   1.28000   1.28000 
 18.69670   3.09000   1.28000   1.28000 
 18.70000   3.13000   1.28000   1.28000 
 18.70330   3.15000   1.29000   1.29000 
 18.70670   3.14000   1.29000   1.29000 
 18.71000   3.12000   1.29000   1.29000 
 18.71330   3.08000   1.29000   1.29000 
 18.71670   3.04000   1.29000   1.29000 
 18.72000   2.98000   1.30000   1.30000 
 18.72330   2.90000   1.30000   1.30000 
 18.72670   2.79000   1.30000   1.30000 
 18.73000   2.65000   1.30000   1.30000 
 18.73330   2.47000   1.30000   1.30000 
 18.73670   2.27000   1.31000   1.31000 
 18.74000   2.04000   1.31000   1.31000 
 18.74330   1.81000   1.31000   1.31000 
 18.74670   1.58000   1.31000   1.31000 
 18.75000   1.37000   1.31000   1.31000 
 18.75330   1.20000   1.32000   1.32000 
 18.75670   1.03000   1.32000   1.32000 
 18.76000   0.88000   1.32000   1.32000 
 18.76330   0.76000   1.32000   1.32000 
 18.76670   0.65000   1.32000   1.32000 
 18.77000   0.56000   1.32000   1.32000 
 18.77330   0.50000   1.33000   1.33000 
 18.77670   0.45000   1.33000   1.33000 
 18.78000   0.45000   1.33000   1.33000 
 18.78330   0.48000   1.33000   1.33000 
 18.78670   0.55000   1.33000   1.33000 
 18.79000   0.67000   1.33000   1.33000 
 18.79330   0.82000   1.34000   1.34000 
 18.79670   0.99000   1.34000   1.34000 
 18.80000   1.17000   1.34000   1.34000 
 18.80330   1.34000   1.34000   1.34000 
 18.80670   1.51000   1.34000   1.34000 
 18.81000   1.65000   1.34000   1.34000 
 18.81330   1.78000   1.35000   1.35000 
 18.81670   1.89000   1.35000   1.35000 
 18.82000   1.95000   1.35000   1.35000 
 18.82330   2.01000   1.35000   1.35000 
 18.82670   2.02000   1.35000   1.35000 
 18.83000   2.02000   1.35000   1.35000 
 18.83330   1.98000   1.35000   1.35000 
 18.83670   1.91000   1.36000   1.36000 
 18.84000   1.83000   1.36000   1.36000 
 18.84330   1.71000   1.36000   1.36000 
 18.84670   1.59000   1.36000   1.36000 
 18.85000   1.46000   1.36000   1.36000 
 18.85330   1.33000   1.36000   1.36000 
 18.85670   1.20000   1.37000   1.37000 
 18.86000   1.09000   1.37000   1.37000 
 18.86330   0.99000   1.37000   1.37000 
 18.86670   0.89000   1.37000   1.37000 
 18.87000   0.81000   1.37000   1.37000 
 18.87330   0.73000   1.37000   1.37000 
 18.87670   0.65000   1.37000   1.37000 
 18.88000   0.56000   1.37000   1.37000 
 18.88330   0.47000   1.38000   1.38000 
 18.88670   0.37000   1.38000   1.38000 
 18.89000   0.26000   1.38000   1.38000 
 18.89330   0.15000   1.38000   1.38000 
 18.89670   0.02000   1.38000   1.38000 
 18.90000  -0.12000   1.38000   1.38000 
 18.90330  -0.26000   1.38000   1.38000 
 18.90670  -0.41000   1.39000   1.39000 
 18.91000  -0.56000   1.39000   1.39000 
 18.91330  -0.70000   1.39000   1.39000 
 18.91670  -0.83000   1.39000   1.39000 
 18.92000  -0.94000   1.39000   1.39000 
 18.92330  -0.99000   1.39000   1.39000 
 18.92670  -1.02000   1.39000   1.39000 
 18.93000  -0.99000   1.39000   1.39000 
 18.93330  -0.94000   1.40000   1.40000 
 18.93670  -0.84000   1.40000   1.40000 
 18.94000  -0.70000   1.40000   1.40000 
 18.94330  -0.53000   1.40000   1.40000 
 18.94670  -0.34000   1.40000   1.40000 
 18.95000  -0.13000   1.40000   1.40000 
 18.95330   0.07000   1.40000   1.40000 
 18.95670   0.28000   1.40000   1.40000 
 18.96000   0.47000   1.41000   1.41000 
 18.96330   0.66000   1.41000   1.41000 
 18.96670   0.85000   1.41000   1.41000 
 18.97000   1.02000   1.41000   1.41000 
 18.97330   1.19000   1.41000   1.41000 
 18.97670   1.36000   1.41000   1.41000 
 18.98000   1.52000   1.41000   1.41000 
 18.98330   1.67000   1.41000   1.41000 
 18.98670   1.80000   1.42000   1.42000 
 18.99000   1.90000   1.42000   1.42000 
 18.99330   1.97000   1.42000   1.42000 
 18.99670   1.99000   1.42000   1.42000 
 19.00000   1.99000   1.42000   1.42000 
 19.00330   1.94000   1.42000   1.42000 
 19.00670   1.88000   1.42000   1.42000 
 19.01000   1.80000   1.42000   1.42000 
 19.01330   1.71000   1.42000   1.42000 
 19.01670   1.65000   1.43000   1.43000 
 19.02000   1.63000   1.43000   1.43000 
 19.02330   1.65000   1.43000   1.43000 
 19.02670   1.72000   1.43000   1.43000 
 19.03000   1.83000   1.43000   1.43000 
 19.03330   1.96000   1.43000   1.43000 
 19.03670   2.11000   1.43000   1.43000 
 19.04000   2.24000   1.43000   1.43000 
 19.04330   2.36000   1.44000   1.44000 
 19.04670   2.45000   1.44000   1.44000 
 19.05000   2.53000   1.44000   1.44000 
 19.05330   2.59000   1.44000   1.44000 
 19.05670   2.63000   1.44000   1.44000 
 19.06000   2.67000   1.44000   1.44000 
 19.06330   2.70000   1.44000   1.44000 
 19.06670   2.75000   1.44000   1.44000 
 19.07000   2.79000   1.45000   1.45000 
 19.07330   2.85000   1.45000   1.45000 
 19.07670   2.94000   1.45000   1.45000 
 19.08000   3.03000   1.45000   1.45000 
 19.08330   3.13000   1.45000   1.45000 
 19.08670   3.21000   1.45000   1.45000 
 19.09000   3.26000   1.45000   1.45000 
 19.09330   3.29000   1.45000   1.45000 
 19.09670   3.27000   1.46000   1.46000 
 19.10000   3.21000   1.46000   1.46000 
 19.10330   3.13000   1.46000   1.46000 
 19.10670   3.02000   1.46000   1.46000 
 19.11000   2.89000   1.46000   1.46000 
 19.11330   2.76000   1.46000   1.46000 
 19.11670   2.64000   1.46000   1.46000 
 19.12000   2.54000   1.47000   1.47000 
 19.12330   2.46000   1.47000   1.47000 
 19.12670   2.40000   1.47000   1.47000 
 19.13000   2.38000   1.47000   1.47000 
 19.13330   2.39000   1.47000   1.47000 
 19.13670   2.43000   1.47000   1.47000 
 19.14000   2.46000   1.47000   1.47000 
 19.14330   2.50000   1.48000   1.48000 
 19.14670   2.50000   1.48000   1.48000 
 19.15000   2.48000   1.48000   1.48000 
 19.15330   2.40000   1.48000   1.48000 
 19.15670   2.29000   1.48000   1.48000 
 19.16000   2.16000   1.48000   1.48000 
 19.16330   1.99000   1.49000   1.49000 
 19.16670   1.82000   1.49000   1.49000 
 19.17000   1.65000   1.49000   1.49000 
 19.17330   1.50000   1.49000   1.49000 
 19.17670   1.38000   1.49000   1.49000 
 19.18000   1.30000   1.49000   1.49000 
 19.18330   1.29000   1.50000   1.50000 
 19.18670   1.37000   1.50000   1.50000 
 19.19000   1.54000   1.50000   1.50000 
 19.19330   1.81000   1.50000   1.50000 
 19.19670   2.17000   1.50000   1.50000 
 19.20000   2.59000   1.50000   1.50000 
 19.20330   3.01000   1.51000   1.51000 
 19.20670   3.42000   1.51000   1.51000 
 19.21000   3.76000   1.51000   1.51000 
 19.21330   4.02000   1.51000   1.51000 
 19.21670   4.19000   1.51000   1.51000 
 19.22000   4.26000   1.52000   1.52000 
 19.22330   4.26000   1.52000   1.52000 
 19.22670   4.19000   1.52000   1.52000 
 19.23000   4.09000   1.52000   1.52000 
 19.23330   3.96000   1.52000   1.52000 
 19.23670   3.83000   1.52000   1.52000 
 19.24000   3.71000   1.53000   1.53000 
 19.24330   3.61000   1.53000   1.53000 
 19.24670   3.54000   1.53000   1.53000 
 19.25000   3.50000   1.53000   1.53000 
 19.25330   3.48000   1.53000   1.53000 
 19.25670   3.47000   1.54000   1.54000 
 19.26000   3.44000   1.54000   1.54000 
 19.26330   3.39000   1.54000   1.54000 
 19.26670   3.30000   1.54000   1.54000 
 19.27000   3.18000   1.55000   1.55000 
 19.27330   3.02000   1.55000   1.55000 
 19.27670   2.82000   1.55000   1.55000 
 19.28000   2.61000   1.55000   1.55000 
 19.28330   2.40000   1.55000   1.55000 
 19.28670   2.17000   1.56000   1.56000 
 19.29000   1.93000   1.56000   1.56000 
 19.29330   1.70000   1.56000   1.56000 
 19.29670   1.49000   1.56000   1.56000 
 19.30000   1.29000   1.57000   1.57000 
 19.30330   1.12000   1.57000   1.57000 
 19.30670   1.00000   1.57000   1.57000 
 19.31000   0.95000   1.57000   1.57000 
 19.31330   0.96000   1.57000   1.57000 
 19.31670   1.04000   1.58000   1.58000 
 19.32000   1.19000   1.58000   1.58000 
 19.32330   1.39000   1.58000   1.58000 
 19.32670   1.60000   1.58000   1.58000 
 19.33000   1.81000   1.59000   1.59000 
 19.33330   1.98000   1.59000   1.59000 
 19.33670   2.14000   1.59000   1.59000 
 19.34000   2.26000   1.59000   1.59000 
 19.34330   2.33000   1.60000   1.60000 
 19.34670   2.39000   1.60000   1.60000 
 19.35000   2.40000   1.60000   1.60000 
 19.35330   2.41000   1.60000   1.60000 
 19.35670   2.43000   1.61000   1.61000 
 19.36000   2.48000   1.61000   1.61000 
 19.36330   2.57000   1.61000   1.61000 
 19.36670   2.73000   1.61000   1.61000 
 19.37000   2.95000   1.62000   1.62000 
 19.37330   3.22000   1.62000   1.62000 
 19.37670   3.49000   1.62000   1.62000 
 19.38000   3.73000   1.63000   1.63000 
 19.38330   3.92000   1.63000   1.63000 
 19.38670   4.04000   1.63000   1.63000 
 19.39000   4.07000   1.63000   1.63000 
 19.39330   4.05000   1.64000   1.64000 
 19.39670   3.97000   1.64000   1.64000 
 19.40000   3.85000   1.64000   1.64000 
 19.40330   3.70000   1.65000   1.65000 
 19.40670   3.55000   1.65000   1.65000 
 19.41000   3.37000   1.65000   1.65000 
 19.41330   3.19000   1.65000   1.65000 
 19.41670   3.04000   1.66000   1.66000 
 19.42000   2.89000   1.66000   1.66000 
 19.42330   2.77000   1.66000   1.66000 
 19.42670   2.71000   1.67000   1.67000 
 19.43000   2.72000   1.67000   1.67000 
 19.43330   2.87000   1.67000   1.67000 
 19.43670   3.15000   1.67000   1.67000 
 19.44000   3.59000   1.68000   1.68000 
 19.44330   4.20000   1.68000   1.68000 
 19.44670   4.95000   1.68000   1.68000 
 19.45000   5.83000   1.69000   1.69000 
 19.45330   6.81000   1.69000   1.69000 
 19.45670   7.86000   1.69000   1.69000 
 19.46000   8.94000   1.70000   1.70000 
 19.46330  10.01000   1.70000   1.70000 
 19.46670  11.04000   1.70000   1.70000 
 19.47000  11.99000   1.71000   1.71000 
 19.47330  12.83000   1.71000   1.71000 
 19.47670  13.49000   1.71000   1.71000 
 19.48000  13.95000   1.71000   1.71000 
 19.48330  14.18000   1.72000   1.72000 
 19.48670  14.15000   1.72000   1.72000 
 19.49000  13.89000   1.72000   1.72000 
 19.49330  13.44000   1.73000   1.73000 
 19.49670  12.88000   1.73000   1.73000 
 19.50000  12.29000   1.73000   1.73000 
 19.50330  11.72000   1.74000   1.74000 
 19.50670  11.24000   1.74000   1.74000 
 19.51000  10.84000   1.74000   1.74000 
 19.51330  10.51000   1.75000   1.75000 
 19.51670  10.27000   1.75000   1.75000 
 19.52000  10.06000   1.75000   1.75000 
 19.52330   9.89000   1.76000   1.76000 
 19.52670   9.71000   1.76000   1.76000 
 19.53000   9.52000   1.76000   1.76000 
 19.53330   9.31000   1.77000   1.77000 
 19.53670   9.07000   1.77000   1.77000 
 19.54000   8.81000   1.77000   1.77000 
 19.54330   8.55000   1.78000   1.78000 
 19.54670   8.28000   1.78000   1.78000 
 19.55000   8.02000   1.78000   1.78000 
 19.55330   7.79000   1.79000   1.79000 
 19.55670   7.57000   1.79000   1.79000 
 19.56000   7.38000   1.79000   1.79000 
 19.56330   7.21000   1.80000   1.80000 
 19.56670   7.06000   1.80000   1.80000 
 19.57000   6.93000   1.80000   1.80000 
 19.57330   6.82000   1.81000   1.81000 
 19.57670   6.69000   1.81000   1.81000 
 19.58000   6.63000   1.82000   1.82000 
 19.58330   6.59000   1.82000   1.82000 
 19.32000  -2.02000   1.13000   1.13000 
 19.32670  -2.15000   1.13000   1.13000 
 19.33330  -2.31000   1.12000   1.12000 
 19.34000  -2.49000   1.12000   1.12000 
 19.34670  -2.70000   1.12000   1.12000 
 19.35330  -2.94000   1.11000   1.11000 
 19.36000  -3.22000   1.11000   1.11000 
 19.36670  -3.51000   1.11000   1.11000 
 19.37330  -3.82000   1.10000   1.10000 
 19.38000  -4.14000   1.10000   1.10000 
 19.38670  -4.43000   1.10000   1.10000 
 19.39330  -4.68000   1.09000   1.09000 
 19.40000  -4.87000   1.09000   1.09000 
 19.40670  -4.96000   1.09000   1.09000 
 19.41330  -4.95000   1.09000   1.09000 
 19.42000  -4.84000   1.08000   1.08000 
 19.42670  -4.63000   1.08000   1.08000 
 19.43330  -4.35000   1.08000   1.08000 
 19.44000  -4.03000   1.07000   1.07000 
 19.44670  -3.71000   1.07000   1.07000 
 19.45330  -3.41000   1.06000   1.06000 
 19.46000  -3.16000   1.06000   1.06000 
 19.46670  -2.97000   1.06000   1.06000 
 19.47330  -2.83000   1.05000   1.05000 
 19.48000  -2.75000   1.05000   1.05000 
 19.48670  -2.73000   1.05000   1.05000 
 19.49330  -2.73000   1.04000   1.04000 
 19.50000  -2.77000   1.04000   1.04000 
 19.50670  -2.82000   1.04000   1.04000 
 19.51330  -2.87000   1.03000   1.03000 
 19.52000  -2.91000   1.03000   1.03000 
 19.52670  -2.93000   1.03000   1.03000 
 19.53330  -2.92000   1.02000   1.02000 
 19.54000  -2.89000   1.02000   1.02000 
 19.54670  -2.83000   1.02000   1.02000 
 19.55330  -2.75000   1.01000   1.01000 
 19.56000  -2.66000   1.01000   1.01000 
 19.56670  -2.57000   1.01000   1.01000 
 19.57330  -2.48000   1.00000   1.00000 
 19.58000  -2.40000   1.00000   1.00000 
 19.58670  -2.32000   1.00000   1.00000 
 19.59330  -2.26000   0.99000   0.99000 
 19.60000  -2.21000   0.99000   0.99000 
 19.60670  -2.17000   0.99000   0.99000 
 19.61330  -2.14000   0.98000   0.98000 
 19.62000  -2.13000   0.98000   0.98000 
 19.62670  -2.13000   0.98000   0.98000 
 19.63330  -2.14000   0.97000   0.97000 
 19.64000  -2.17000   0.97000   0.97000 
 19.64670  -2.20000   0.97000   0.97000 
 19.65330  -2.22000   0.96000   0.96000 
 19.66000  -2.23000   0.96000   0.96000 
 19.66670  -2.22000   0.96000   0.96000 
 19.67330  -2.18000   0.95000   0.95000 
 19.68000  -2.12000   0.95000   0.95000 
 19.68670  -2.03000   0.95000   0.95000 
 19.69330  -1.92000   0.94000   0.94000 
 19.70000  -1.82000   0.94000   0.94000 
 19.70670  -1.71000   0.93000   0.93000 
 19.71330  -1.63000   0.93000   0.93000 
 19.72000  -1.56000   0.93000   0.93000 
 19.72670  -1.52000   0.92000   0.92000 
 19.73330  -1.50000   0.92000   0.92000 
 19.74000  -1.51000   0.92000   0.92000 
 19.74670  -1.54000   0.91000   0.91000 
 19.75330  -1.60000   0.91000   0.91000 
 19.76000  -1.67000   0.91000   0.91000 
 19.76670  -1.77000   0.90000   0.90000 
 19.77330  -1.88000   0.90000   0.90000 
 19.78000  -1.98000   0.90000   0.90000 
 19.78670  -2.08000   0.89000   0.89000 
 19.79330  -2.17000   0.89000   0.89000 
 19.80000  -2.22000   0.89000   0.89000 
 19.80670  -2.24000   0.88000   0.88000 
 19.81330  -2.23000   0.88000   0.88000 
 19.82000  -2.20000   0.88000   0.88000 
 19.82670  -2.15000   0.87000   0.87000 
 19.83330  -2.10000   0.87000   0.87000 
 19.84000  -2.04000   0.87000   0.87000 
 19.84670  -1.99000   0.86000   0.86000 
 19.85330  -1.94000   0.86000   0.86000 
 19.86000  -1.89000   0.86000   0.86000 
 19.86670  -1.85000   0.85000   0.85000 
 19.87330  -1.81000   0.85000   0.85000 
 19.88000  -1.78000   0.85000   0.85000 
 19.88670  -1.74000   0.84000   0.84000 
 19.89330  -1.70000   0.84000   0.84000 
 19.90000  -1.66000   0.84000   0.84000 
 19.90670  -1.63000   0.83000   0.83000 
 19.91330  -1.60000   0.83000   0.83000 
 19.92000  -1.58000   0.83000   0.83000 
 19.92670  -1.57000   0.82000   0.82000 
 19.93330  -1.58000   0.82000   0.82000 
 19.94000  -1.60000   0.82000   0.82000 
 19.94670  -1.64000   0.81000   0.81000 
 19.95330  -1.69000   0.81000   0.81000 
 19.96000  -1.74000   0.81000   0.81000 
 19.96670  -1.80000   0.80000   0.80000 
 19.97330  -1.85000   0.80000   0.80000 
 19.98000  -1.90000   0.80000   0.80000 
 19.98670  -1.95000   0.80000   0.80000 
 19.99330  -2.00000   0.79000   0.79000 
 20.00000  -2.04000   0.79000   0.79000 
 20.00670  -2.08000   0.79000   0.79000 
 20.01330  -2.11000   0.78000   0.78000 
 20.02000  -2.14000   0.78000   0.78000 
 20.02670  -2.17000   0.78000   0.78000 
 20.03330  -2.21000   0.77000   0.77000 
 20.04000  -2.24000   0.77000   0.77000 
 20.04670  -2.28000   0.77000   0.77000 
 20.05330  -2.32000   0.76000   0.76000 
 20.06000  -2.36000   0.76000   0.76000 
 20.06670  -2.41000   0.76000   0.76000 
 20.07330  -2.46000   0.76000   0.76000 
 20.08000  -2.50000   0.75000   0.75000 
 20.08670  -2.55000   0.75000   0.75000 
 20.09330  -2.59000   0.75000   0.75000 
 20.10000  -2.63000   0.74000   0.74000 
 20.10670  -2.66000   0.74000   0.74000 
 20.11330  -2.69000   0.74000   0.74000 
 20.12000  -2.72000   0.73000   0.73000 
 20.12670  -2.74000   0.73000   0.73000 
 20.13330  -2.76000   0.73000   0.73000 
 20.14000  -2.78000   0.73000   0.73000 
 20.14670  -2.80000   0.72000   0.72000 
 20.15330  -2.82000   0.72000   0.72000 
 20.16000  -2.85000   0.72000   0.72000 
 20.16670  -2.88000   0.71000   0.71000 
 20.17330  -2.92000   0.71000   0.71000 
 20.18000  -2.97000   0.71000   0.71000 
 20.18670  -3.02000   0.71000   0.71000 
 20.19330  -3.07000   0.70000   0.70000 
 20.20000  -3.10000   0.70000   0.70000 
 20.20670  -3.12000   0.70000   0.70000 
 20.21330  -3.11000   0.70000   0.70000 
 20.22000  -3.08000   0.69000   0.69000 
 20.22670  -3.03000   0.69000   0.69000 
 20.23330  -2.96000   0.69000   0.69000 
 20.24000  -2.89000   0.68000   0.68000 
 20.24670  -2.81000   0.68000   0.68000 
 20.25330  -2.73000   0.68000   0.68000 
 20.26000  -2.66000   0.68000   0.68000 
 20.26670  -2.62000   0.67000   0.67000 
 20.27330  -2.59000   0.67000   0.67000 
 20.28000  -2.60000   0.67000   0.67000 
 20.28670  -2.63000   0.67000   0.67000 
 20.29330  -2.70000   0.66000   0.66000 
 20.30000  -2.80000   0.66000   0.66000 
 20.30670  -2.92000   0.66000   0.66000 
 20.31330  -3.04000   0.66000   0.66000 
