#  lambda(micron)  Flux(Jy)  F_Er(Jy)  F_Norm_Er(Jy)
 20.32000  -3.15000   0.66000   0.66000 
 20.32670  -3.24000   0.65000   0.65000 
 20.33330  -3.30000   0.65000   0.65000 
 20.34000  -3.32000   0.65000   0.65000 
 20.34670  -3.31000   0.65000   0.65000 
 20.35330  -3.27000   0.64000   0.64000 
 20.36000  -3.20000   0.64000   0.64000 
 20.36670  -3.12000   0.64000   0.64000 
 20.37330  -3.03000   0.64000   0.64000 
 20.38000  -2.93000   0.63000   0.63000 
 20.38670  -2.84000   0.63000   0.63000 
 20.39330  -2.75000   0.63000   0.63000 
 20.40000  -2.66000   0.63000   0.63000 
 20.40670  -2.58000   0.63000   0.63000 
 20.41330  -2.51000   0.62000   0.62000 
 20.42000  -2.44000   0.62000   0.62000 
 20.42670  -2.39000   0.62000   0.62000 
 20.43330  -2.34000   0.62000   0.62000 
 20.44000  -2.31000   0.62000   0.62000 
 20.44670  -2.28000   0.61000   0.61000 
 20.45330  -2.27000   0.61000   0.61000 
 20.46000  -2.27000   0.61000   0.61000 
 20.46670  -2.27000   0.61000   0.61000 
 20.47330  -2.28000   0.61000   0.61000 
 20.48000  -2.30000   0.60000   0.60000 
 20.48670  -2.30000   0.60000   0.60000 
 20.49330  -2.31000   0.60000   0.60000 
 20.50000  -2.30000   0.60000   0.60000 
 20.50670  -2.28000   0.60000   0.60000 
 20.51330  -2.25000   0.59000   0.59000 
 20.52000  -2.20000   0.59000   0.59000 
 20.52670  -2.14000   0.59000   0.59000 
 20.53330  -2.06000   0.59000   0.59000 
 20.54000  -1.96000   0.59000   0.59000 
 20.54670  -1.87000   0.59000   0.59000 
 20.55330  -1.78000   0.58000   0.58000 
 20.56000  -1.72000   0.58000   0.58000 
 20.56670  -1.70000   0.58000   0.58000 
 20.57330  -1.75000   0.58000   0.58000 
 20.58000  -1.87000   0.58000   0.58000 
 20.58670  -2.04000   0.58000   0.58000 
 20.59330  -2.25000   0.58000   0.58000 
 20.60000  -2.46000   0.57000   0.57000 
 20.60670  -2.67000   0.57000   0.57000 
 20.61330  -2.85000   0.57000   0.57000 
 20.62000  -2.99000   0.57000   0.57000 
 20.62670  -3.07000   0.57000   0.57000 
 20.63330  -3.12000   0.57000   0.57000 
 20.64000  -3.12000   0.56000   0.56000 
 20.64670  -3.10000   0.56000   0.56000 
 20.65330  -3.05000   0.56000   0.56000 
 20.66000  -3.00000   0.56000   0.56000 
 20.66670  -2.93000   0.56000   0.56000 
 20.67330  -2.88000   0.56000   0.56000 
 20.68000  -2.83000   0.56000   0.56000 
 20.68670  -2.79000   0.56000   0.56000 
 20.69330  -2.76000   0.55000   0.55000 
 20.70000  -2.75000   0.55000   0.55000 
 20.70670  -2.76000   0.55000   0.55000 
 20.71330  -2.78000   0.55000   0.55000 
 20.72000  -2.80000   0.55000   0.55000 
 20.72670  -2.82000   0.55000   0.55000 
 20.73330  -2.83000   0.55000   0.55000 
 20.74000  -2.82000   0.55000   0.55000 
 20.74670  -2.79000   0.55000   0.55000 
 20.75330  -2.75000   0.54000   0.54000 
 20.76000  -2.68000   0.54000   0.54000 
 20.76670  -2.60000   0.54000   0.54000 
 20.77330  -2.50000   0.54000   0.54000 
 20.78000  -2.41000   0.54000   0.54000 
 20.78670  -2.30000   0.54000   0.54000 
 20.79330  -2.22000   0.54000   0.54000 
 20.80000  -2.13000   0.54000   0.54000 
 20.80670  -2.08000   0.54000   0.54000 
 20.81330  -2.05000   0.54000   0.54000 
 20.82000  -2.06000   0.53000   0.53000 
 20.82670  -2.11000   0.53000   0.53000 
 20.83330  -2.20000   0.53000   0.53000 
 20.84000  -2.31000   0.53000   0.53000 
 20.84670  -2.45000   0.53000   0.53000 
 20.85330  -2.60000   0.53000   0.53000 
 20.86000  -2.74000   0.53000   0.53000 
 20.86670  -2.86000   0.53000   0.53000 
 20.87330  -2.97000   0.53000   0.53000 
 20.88000  -3.05000   0.53000   0.53000 
 20.88670  -3.11000   0.53000   0.53000 
 20.89330  -3.15000   0.53000   0.53000 
 20.90000  -3.18000   0.53000   0.53000 
 20.90670  -3.19000   0.53000   0.53000 
 20.91330  -3.20000   0.52000   0.52000 
 20.92000  -3.22000   0.52000   0.52000 
 20.92670  -3.24000   0.52000   0.52000 
 20.93330  -3.26000   0.52000   0.52000 
 20.94000  -3.29000   0.52000   0.52000 
 20.94670  -3.32000   0.52000   0.52000 
 20.95330  -3.36000   0.52000   0.52000 
 20.96000  -3.39000   0.52000   0.52000 
 20.96670  -3.41000   0.52000   0.52000 
 20.97330  -3.42000   0.52000   0.52000 
 20.98000  -3.42000   0.52000   0.52000 
 20.98670  -3.41000   0.52000   0.52000 
 20.99330  -3.39000   0.52000   0.52000 
 21.00000  -3.37000   0.52000   0.52000 
 21.00670  -3.34000   0.52000   0.52000 
 21.01330  -3.31000   0.52000   0.52000 
 21.02000  -3.27000   0.52000   0.52000 
 21.02670  -3.23000   0.52000   0.52000 
 21.03330  -3.18000   0.52000   0.52000 
 21.04000  -3.14000   0.52000   0.52000 
 21.04670  -3.10000   0.51000   0.51000 
 21.05330  -3.06000   0.51000   0.51000 
 21.06000  -3.04000   0.51000   0.51000 
 21.06670  -3.01000   0.51000   0.51000 
 21.07330  -2.99000   0.51000   0.51000 
 21.08000  -2.96000   0.51000   0.51000 
 21.08670  -2.92000   0.51000   0.51000 
 21.09330  -2.86000   0.51000   0.51000 
 21.10000  -2.80000   0.51000   0.51000 
 21.10670  -2.72000   0.51000   0.51000 
 21.11330  -2.64000   0.51000   0.51000 
 21.12000  -2.56000   0.51000   0.51000 
 21.12670  -2.48000   0.51000   0.51000 
 21.13330  -2.43000   0.51000   0.51000 
 21.14000  -2.38000   0.51000   0.51000 
 21.14670  -2.34000   0.51000   0.51000 
 21.15330  -2.31000   0.51000   0.51000 
 21.16000  -2.29000   0.51000   0.51000 
 21.16670  -2.28000   0.51000   0.51000 
 21.17330  -2.28000   0.51000   0.51000 
 21.18000  -2.28000   0.51000   0.51000 
 21.18670  -2.29000   0.51000   0.51000 
 21.19330  -2.31000   0.51000   0.51000 
 21.20000  -2.34000   0.51000   0.51000 
 21.20670  -2.37000   0.51000   0.51000 
 21.21330  -2.41000   0.51000   0.51000 
 21.22000  -2.46000   0.51000   0.51000 
 21.22670  -2.50000   0.51000   0.51000 
 21.23330  -2.53000   0.51000   0.51000 
 21.24000  -2.55000   0.51000   0.51000 
 21.24670  -2.56000   0.51000   0.51000 
 21.25330  -2.57000   0.51000   0.51000 
 21.26000  -2.56000   0.51000   0.51000 
 21.26670  -2.55000   0.51000   0.51000 
 21.27330  -2.54000   0.51000   0.51000 
 21.28000  -2.53000   0.51000   0.51000 
 21.28670  -2.52000   0.51000   0.51000 
 21.29330  -2.51000   0.51000   0.51000 
 21.30000  -2.51000   0.51000   0.51000 
 21.30670  -2.52000   0.51000   0.51000 
 21.31330  -2.52000   0.51000   0.51000 
 21.32000  -2.53000   0.51000   0.51000 
 21.32670  -2.54000   0.51000   0.51000 
 21.33330  -2.55000   0.51000   0.51000 
 21.34000  -2.56000   0.51000   0.51000 
 21.34670  -2.57000   0.51000   0.51000 
 21.35330  -2.57000   0.51000   0.51000 
 21.36000  -2.57000   0.51000   0.51000 
 21.36670  -2.56000   0.51000   0.51000 
 21.37330  -2.53000   0.51000   0.51000 
 21.38000  -2.50000   0.51000   0.51000 
 21.38670  -2.45000   0.51000   0.51000 
 21.39330  -2.38000   0.51000   0.51000 
 21.40000  -2.31000   0.51000   0.51000 
 21.40670  -2.23000   0.51000   0.51000 
 21.41330  -2.14000   0.51000   0.51000 
 21.42000  -2.06000   0.51000   0.51000 
 21.42670  -1.99000   0.51000   0.51000 
 21.43330  -1.94000   0.51000   0.51000 
 21.44000  -1.90000   0.51000   0.51000 
 21.44670  -1.91000   0.51000   0.51000 
 21.45330  -1.95000   0.51000   0.51000 
 21.46000  -2.03000   0.51000   0.51000 
 21.46670  -2.16000   0.51000   0.51000 
 21.47330  -2.32000   0.51000   0.51000 
 21.48000  -2.50000   0.51000   0.51000 
 21.48670  -2.69000   0.51000   0.51000 
 21.49330  -2.86000   0.51000   0.51000 
 21.50000  -3.00000   0.51000   0.51000 
 21.50670  -3.11000   0.51000   0.51000 
 21.51330  -3.19000   0.51000   0.51000 
 21.52000  -3.24000   0.51000   0.51000 
 21.52670  -3.27000   0.51000   0.51000 
 21.53330  -3.26000   0.51000   0.51000 
 21.54000  -3.24000   0.51000   0.51000 
 21.54670  -3.18000   0.51000   0.51000 
 21.55330  -3.11000   0.51000   0.51000 
 21.56000  -3.01000   0.51000   0.51000 
 21.56670  -2.88000   0.51000   0.51000 
 21.57330  -2.74000   0.51000   0.51000 
 21.58000  -2.58000   0.51000   0.51000 
 21.58670  -2.41000   0.51000   0.51000 
 21.59330  -2.24000   0.51000   0.51000 
 21.60000  -2.10000   0.51000   0.51000 
 21.60670  -1.99000   0.51000   0.51000 
 21.61330  -1.92000   0.51000   0.51000 
 21.62000  -1.90000   0.51000   0.51000 
 21.62670  -1.92000   0.51000   0.51000 
 21.63330  -1.98000   0.51000   0.51000 
 21.64000  -2.06000   0.51000   0.51000 
 21.64670  -2.16000   0.51000   0.51000 
 21.65330  -2.27000   0.51000   0.51000 
 21.66000  -2.38000   0.51000   0.51000 
 21.66670  -2.48000   0.51000   0.51000 
 21.67330  -2.57000   0.51000   0.51000 
 21.68000  -2.64000   0.51000   0.51000 
 21.68670  -2.71000   0.51000   0.51000 
 21.69330  -2.76000   0.51000   0.51000 
 21.70000  -2.81000   0.51000   0.51000 
 21.70670  -2.85000   0.51000   0.51000 
 21.71330  -2.90000   0.51000   0.51000 
 21.72000  -2.95000   0.51000   0.51000 
 21.72670  -3.02000   0.51000   0.51000 
 21.73330  -3.10000   0.51000   0.51000 
 21.74000  -3.19000   0.51000   0.51000 
 21.74670  -3.30000   0.51000   0.51000 
 21.75330  -3.40000   0.51000   0.51000 
 21.76000  -3.49000   0.51000   0.51000 
 21.76670  -3.57000   0.51000   0.51000 
 21.77330  -3.64000   0.51000   0.51000 
 21.78000  -3.69000   0.51000   0.51000 
 21.78670  -3.72000   0.51000   0.51000 
 21.79330  -3.73000   0.51000   0.51000 
 21.80000  -3.73000   0.51000   0.51000 
 21.80670  -3.72000   0.51000   0.51000 
 21.81330  -3.69000   0.51000   0.51000 
 21.82000  -3.66000   0.51000   0.51000 
 21.82670  -3.61000   0.51000   0.51000 
 21.83330  -3.56000   0.51000   0.51000 
 21.84000  -3.50000   0.51000   0.51000 
 21.84670  -3.42000   0.51000   0.51000 
 21.85330  -3.33000   0.51000   0.51000 
 21.86000  -3.23000   0.51000   0.51000 
 21.86670  -3.11000   0.51000   0.51000 
 21.87330  -2.99000   0.50000   0.50000 
 21.88000  -2.87000   0.50000   0.50000 
 21.88670  -2.76000   0.50000   0.50000 
 21.89330  -2.68000   0.50000   0.50000 
 21.90000  -2.60000   0.50000   0.50000 
 21.90670  -2.55000   0.50000   0.50000 
 21.91330  -2.51000   0.50000   0.50000 
 21.92000  -2.49000   0.50000   0.50000 
 21.92670  -2.48000   0.50000   0.50000 
 21.93330  -2.47000   0.50000   0.50000 
 21.94000  -2.45000   0.50000   0.50000 
 21.94670  -2.44000   0.50000   0.50000 
 21.95330  -2.41000   0.50000   0.50000 
 21.96000  -2.37000   0.50000   0.50000 
 21.96670  -2.31000   0.50000   0.50000 
 21.97330  -2.23000   0.50000   0.50000 
 21.98000  -2.12000   0.50000   0.50000 
 21.98670  -2.00000   0.50000   0.50000 
 21.99330  -1.85000   0.50000   0.50000 
 22.00000  -1.68000   0.50000   0.50000 
 22.00670  -1.49000   0.50000   0.50000 
 22.01330  -1.29000   0.50000   0.50000 
 22.02000  -1.09000   0.50000   0.50000 
 22.02670  -0.89000   0.50000   0.50000 
 22.03330  -0.69000   0.50000   0.50000 
 22.04000  -0.51000   0.50000   0.50000 
 22.04670  -0.35000   0.50000   0.50000 
 22.05330  -0.20000   0.50000   0.50000 
 22.06000  -0.07000   0.50000   0.50000 
 22.06670   0.03000   0.50000   0.50000 
 22.07330   0.13000   0.50000   0.50000 
 22.08000   0.20000   0.50000   0.50000 
 22.08670   0.27000   0.50000   0.50000 
 22.09330   0.32000   0.50000   0.50000 
 22.10000   0.38000   0.49000   0.49000 
 22.10670   0.43000   0.49000   0.49000 
 22.11330   0.49000   0.49000   0.49000 
 22.12000   0.55000   0.49000   0.49000 
 22.12670   0.62000   0.49000   0.49000 
 22.13330   0.69000   0.49000   0.49000 
 22.14000   0.76000   0.49000   0.49000 
 22.14670   0.80000   0.49000   0.49000 
 22.15330   0.83000   0.49000   0.49000 
 22.16000   0.84000   0.49000   0.49000 
 22.16670   0.82000   0.49000   0.49000 
 22.17330   0.77000   0.49000   0.49000 
 22.18000   0.70000   0.49000   0.49000 
 22.18670   0.60000   0.49000   0.49000 
 22.19330   0.48000   0.49000   0.49000 
 22.20000   0.35000   0.49000   0.49000 
 22.20670   0.20000   0.49000   0.49000 
 22.21330   0.05000   0.49000   0.49000 
 22.22000  -0.09000   0.49000   0.49000 
 22.22670  -0.23000   0.49000   0.49000 
 22.23330  -0.35000   0.48000   0.48000 
 22.24000  -0.45000   0.48000   0.48000 
 22.24670  -0.53000   0.48000   0.48000 
 22.25330  -0.59000   0.48000   0.48000 
 22.26000  -0.64000   0.48000   0.48000 
 22.26670  -0.68000   0.48000   0.48000 
 22.27330  -0.72000   0.48000   0.48000 
 22.28000  -0.76000   0.48000   0.48000 
 22.28670  -0.79000   0.48000   0.48000 
 22.29330  -0.83000   0.48000   0.48000 
 22.30000  -0.87000   0.48000   0.48000 
 22.30670  -0.92000   0.48000   0.48000 
 22.31330  -0.98000   0.48000   0.48000 
 22.32000  -1.04000   0.48000   0.48000 
 22.32670  -1.11000   0.48000   0.48000 
 22.33330  -1.18000   0.48000   0.48000 
 22.34000  -1.24000   0.47000   0.47000 
 22.34670  -1.30000   0.47000   0.47000 
 22.35330  -1.35000   0.47000   0.47000 
 22.36000  -1.38000   0.47000   0.47000 
 22.36670  -1.39000   0.47000   0.47000 
 22.37330  -1.39000   0.47000   0.47000 
 22.38000  -1.37000   0.47000   0.47000 
 22.38670  -1.35000   0.47000   0.47000 
 22.39330  -1.32000   0.47000   0.47000 
 22.40000  -1.29000   0.47000   0.47000 
 22.40670  -1.28000   0.47000   0.47000 
 22.41330  -1.26000   0.47000   0.47000 
 22.42000  -1.25000   0.47000   0.47000 
 22.42670  -1.25000   0.47000   0.47000 
 22.43330  -1.25000   0.46000   0.46000 
 22.44000  -1.25000   0.46000   0.46000 
 22.44670  -1.24000   0.46000   0.46000 
 22.45330  -1.22000   0.46000   0.46000 
 22.46000  -1.20000   0.46000   0.46000 
 22.46670  -1.15000   0.46000   0.46000 
 22.47330  -1.09000   0.46000   0.46000 
 22.48000  -1.01000   0.46000   0.46000 
 22.48670  -0.92000   0.46000   0.46000 
 22.49330  -0.81000   0.46000   0.46000 
 22.50000  -0.70000   0.46000   0.46000 
 22.50670  -0.60000   0.46000   0.46000 
 22.51330  -0.51000   0.45000   0.45000 
 22.52000  -0.45000   0.45000   0.45000 
 22.52670  -0.42000   0.45000   0.45000 
 22.53330  -0.41000   0.45000   0.45000 
 22.54000  -0.43000   0.45000   0.45000 
 22.54670  -0.47000   0.45000   0.45000 
 22.55330  -0.53000   0.45000   0.45000 
 22.56000  -0.59000   0.45000   0.45000 
 22.56670  -0.66000   0.45000   0.45000 
 22.57330  -0.73000   0.45000   0.45000 
 22.58000  -0.77000   0.45000   0.45000 
 22.58670  -0.80000   0.45000   0.45000 
 22.59330  -0.80000   0.44000   0.44000 
 22.60000  -0.77000   0.44000   0.44000 
 22.60670  -0.71000   0.44000   0.44000 
 22.61330  -0.63000   0.44000   0.44000 
 22.62000  -0.52000   0.44000   0.44000 
 22.62670  -0.42000   0.44000   0.44000 
 22.63330  -0.34000   0.44000   0.44000 
 22.64000  -0.28000   0.44000   0.44000 
 22.64670  -0.26000   0.44000   0.44000 
 22.65330  -0.28000   0.44000   0.44000 
 22.66000  -0.32000   0.44000   0.44000 
 22.66670  -0.39000   0.43000   0.43000 
 22.67330  -0.48000   0.43000   0.43000 
 22.68000  -0.57000   0.43000   0.43000 
 22.68670  -0.66000   0.43000   0.43000 
 22.69330  -0.75000   0.43000   0.43000 
 22.70000  -0.83000   0.43000   0.43000 
 22.70670  -0.90000   0.43000   0.43000 
 22.71330  -0.95000   0.43000   0.43000 
 22.72000  -0.99000   0.43000   0.43000 
 22.72670  -1.00000   0.43000   0.43000 
 22.73330  -0.99000   0.42000   0.42000 
 22.74000  -0.96000   0.42000   0.42000 
 22.74670  -0.91000   0.42000   0.42000 
 22.75330  -0.84000   0.42000   0.42000 
 22.76000  -0.76000   0.42000   0.42000 
 22.76670  -0.67000   0.42000   0.42000 
 22.77330  -0.59000   0.42000   0.42000 
 22.78000  -0.51000   0.42000   0.42000 
 22.78670  -0.45000   0.42000   0.42000 
 22.79330  -0.41000   0.42000   0.42000 
 22.80000  -0.38000   0.42000   0.42000 
 22.80670  -0.37000   0.41000   0.41000 
 22.81330  -0.38000   0.41000   0.41000 
 22.82000  -0.39000   0.41000   0.41000 
 22.82670  -0.42000   0.41000   0.41000 
 22.83330  -0.45000   0.41000   0.41000 
 22.84000  -0.48000   0.41000   0.41000 
 22.84670  -0.51000   0.41000   0.41000 
 22.85330  -0.53000   0.41000   0.41000 
 22.86000  -0.54000   0.41000   0.41000 
 22.86670  -0.53000   0.41000   0.41000 
 22.87330  -0.51000   0.41000   0.41000 
 22.88000  -0.48000   0.40000   0.40000 
 22.88670  -0.43000   0.40000   0.40000 
 22.89330  -0.39000   0.40000   0.40000 
 22.90000  -0.34000   0.40000   0.40000 
 22.90670  -0.30000   0.40000   0.40000 
 22.91330  -0.28000   0.40000   0.40000 
 22.92000  -0.26000   0.40000   0.40000 
 22.92670  -0.25000   0.40000   0.40000 
 22.93330  -0.24000   0.40000   0.40000 
 22.94000  -0.23000   0.40000   0.40000 
 22.94670  -0.23000   0.39000   0.39000 
 22.95330  -0.22000   0.39000   0.39000 
 22.96000  -0.22000   0.39000   0.39000 
 22.96670  -0.20000   0.39000   0.39000 
 22.97330  -0.19000   0.39000   0.39000 
 22.98000  -0.17000   0.39000   0.39000 
 22.98670  -0.16000   0.39000   0.39000 
 22.99330  -0.15000   0.39000   0.39000 
 23.00000  -0.15000   0.39000   0.39000 
 23.00670  -0.17000   0.39000   0.39000 
 23.01330  -0.20000   0.39000   0.39000 
 23.02000  -0.25000   0.38000   0.38000 
 23.02670  -0.31000   0.38000   0.38000 
 23.03330  -0.37000   0.38000   0.38000 
 23.04000  -0.43000   0.38000   0.38000 
 23.04670  -0.48000   0.38000   0.38000 
 23.05330  -0.53000   0.38000   0.38000 
 23.06000  -0.56000   0.38000   0.38000 
 23.06670  -0.58000   0.38000   0.38000 
 23.07330  -0.59000   0.38000   0.38000 
 23.08000  -0.59000   0.38000   0.38000 
 23.08670  -0.59000   0.38000   0.38000 
 23.09330  -0.57000   0.37000   0.37000 
 23.10000  -0.55000   0.37000   0.37000 
 23.10670  -0.52000   0.37000   0.37000 
 23.11330  -0.49000   0.37000   0.37000 
 23.12000  -0.46000   0.37000   0.37000 
 23.12670  -0.45000   0.37000   0.37000 
 23.13330  -0.45000   0.37000   0.37000 
 23.14000  -0.48000   0.37000   0.37000 
 23.14670  -0.53000   0.37000   0.37000 
 23.15330  -0.60000   0.37000   0.37000 
 23.16000  -0.68000   0.37000   0.37000 
 23.16670  -0.76000   0.37000   0.37000 
 23.17330  -0.84000   0.36000   0.36000 
 23.18000  -0.91000   0.36000   0.36000 
 23.18670  -0.95000   0.36000   0.36000 
 23.19330  -0.98000   0.36000   0.36000 
 23.20000  -0.98000   0.36000   0.36000 
 23.20670  -0.96000   0.36000   0.36000 
 23.21330  -0.93000   0.36000   0.36000 
 23.22000  -0.87000   0.36000   0.36000 
 23.22670  -0.80000   0.36000   0.36000 
 23.23330  -0.71000   0.36000   0.36000 
 23.24000  -0.61000   0.36000   0.36000 
 23.24670  -0.51000   0.36000   0.36000 
 23.25330  -0.40000   0.35000   0.35000 
 23.26000  -0.29000   0.35000   0.35000 
 23.26670  -0.20000   0.35000   0.35000 
 23.27330  -0.11000   0.35000   0.35000 
 23.28000  -0.04000   0.35000   0.35000 
 23.28670   0.02000   0.35000   0.35000 
 23.29330   0.06000   0.35000   0.35000 
 23.30000   0.08000   0.35000   0.35000 
 23.30670   0.10000   0.35000   0.35000 
 23.31330   0.10000   0.35000   0.35000 
 23.32000   0.10000   0.35000   0.35000 
 23.32670   0.08000   0.35000   0.35000 
 23.33330   0.07000   0.35000   0.35000 
 23.34000   0.05000   0.35000   0.35000 
 23.34670   0.04000   0.34000   0.34000 
 23.35330   0.03000   0.34000   0.34000 
 23.36000   0.03000   0.34000   0.34000 
 23.36670   0.03000   0.34000   0.34000 
 23.37330   0.06000   0.34000   0.34000 
 23.38000   0.09000   0.34000   0.34000 
 23.38670   0.14000   0.34000   0.34000 
 23.39330   0.20000   0.34000   0.34000 
 23.40000   0.26000   0.34000   0.34000 
 23.40670   0.31000   0.34000   0.34000 
 23.41330   0.36000   0.34000   0.34000 
 23.42000   0.39000   0.34000   0.34000 
 23.42670   0.41000   0.34000   0.34000 
 23.43330   0.43000   0.34000   0.34000 
 23.44000   0.43000   0.34000   0.34000 
 23.44670   0.44000   0.33000   0.33000 
 23.45330   0.44000   0.33000   0.33000 
 23.46000   0.44000   0.33000   0.33000 
